ステージ移動(チュートリアル),,,,,
10,,,,,
210,-60,0,0,7,10
210,-30,0,0,7,11
210,0,0,0,7,12
210,30,0,0,7,13
240,-60,0,0,8,10
240,-30,0,0,8,11
240,0,0,0,8,12
240,30,0,0,8,13
0,,,,,
0,-179,1,0,"(30, 30)",
FALSE,FALSE,FALSE,1,,
0,,,,,
1,,,,,
-15,-15,0,0,,
0,-250,1,0,"(270, 120)",
FALSE,FALSE,FALSE,0,,
36,,,,,
-135,-60,0,0,4,14
-135,-30,0,0,4,15
-135,0,0,0,4,16
-135,30,0,0,4,17
-105,-60,0,0,5,14
-105,-30,0,0,5,15
-105,0,0,0,5,16
-105,30,0,0,5,17
-75,-60,0,0,6,14
-75,-30,0,0,6,15
-75,0,0,0,6,16
-75,30,0,0,6,17
-45,-60,0,0,7,14
-45,-30,0,0,7,15
-45,0,0,0,7,16
-45,30,0,0,7,17
-15,-60,0,0,8,14
-15,-30,0,0,8,15
-15,0,0,0,8,16
-15,30,0,0,8,17
15,-60,0,0,9,14
15,-30,0,0,9,15
15,0,0,0,9,16
15,30,0,0,9,17
45,-60,0,0,10,14
45,-30,0,0,10,15
45,0,0,0,10,16
45,30,0,0,10,17
75,-60,0,0,11,14
75,-30,0,0,11,15
75,0,0,0,11,16
75,30,0,0,11,17
105,-60,0,0,12,14
105,-30,0,0,12,15
105,0,0,0,12,16
105,30,0,0,12,17
0,,,,,
600,-360,0.5,0,"(30, 30)",
FALSE,FALSE,FALSE,1,,
0,,,,,
0,,,,,
600,-360,0.5,0,"(30, 30)",
FALSE,FALSE,FALSE,1,,
0,,,,,
0,,,,,
600,-360,0.5,0,"(30, 30)",
FALSE,FALSE,FALSE,1,,
0,,,,,
0,,,,,
